,location,bath,price,bhk,area_sqft
578,Balagere,2,70.0,2,1012.0
579,Balagere,2,68.0,2,1007.0
580,Balagere,2,79.0,2,1205.0
581,Balagere,2,68.0,2,1012.0
582,Banashankari,2,37.64,2,1077.0
583,Banashankari,2,88.64,3,1470.0
584,Banashankari,2,75.0,3,1300.0
585,Banashankari,3,115.0,3,1800.0
586,Banashankari,2,63.0,2,1125.0
587,Banashankari,2,80.0,2,1310.0
588,Banashankari,4,135.0,3,2600.0
589,Banashankari,2,170.0,3,1900.0
590,Banashankari,2,75.0,2,1260.0
591,Banashankari,2,46.79,2,1170.0
592,Banashankari,2,83.0,3,1350.0
593,Banashankari,2,78.0,2,1330.0
594,Banashankari,2,78.0,3,1400.0
595,Banashankari,3,125.0,3,1700.0
596,Banashankari,2,40.79,2,1020.0
597,Banashankari,2,63.98,2,1600.0
598,Banashankari,2,36.44,2,1041.0
599,Banashankari,1,200.0,1,2400.0
600,Banashankari,2,86.0,2,1390.0
601,Banashankari,2,70.0,2,1460.0
602,Banashankari,2,60.0,2,1200.0
603,Banashankari,2,80.0,2,1290.0
604,Banashankari,2,65.0,2,1186.0
605,Banashankari,3,101.0,3,1650.0
606,Banashankari,2,75.0,2,1181.0
607,Banashankari,2,90.0,2,1105.0
608,Banashankari,1,60.0,1,720.0
609,Banashankari,2,45.0,2,1040.0
610,Banashankari,2,77.0,2,1330.0
611,Banashankari,2,49.0,2,1200.0
612,Banashankari,2,67.0,2,1185.0
613,Banashankari,2,50.0,2,1000.0
614,Banashankari,3,90.75,3,1650.0
615,Banashankari,3,101.0,3,1650.0
616,Banashankari,2,80.43,2,1310.0
617,Banashankari,1,27.0,2,600.0
618,Banashankari,2,87.8,2,1430.0
619,Banashankari,2,42.83,2,1020.0
620,Banashankari,3,80.0,3,1540.0
621,Banashankari,3,115.0,3,1683.0
622,Banashankari,3,125.0,3,1800.0
623,Banashankari,2,41.13,2,1175.0
624,Banashankari,2,50.75,2,1450.0
625,Banashankari,3,108.0,3,1770.0
626,Banashankari,3,125.0,3,1800.0
627,Banashankari,3,74.52,3,1200.0
628,Banashankari,2,63.0,2,1100.0
629,Banashankari,2,40.79,2,1020.0
630,Banashankari,2,75.0,2,1260.0
631,Banashankari,3,85.0,3,1426.0
632,Banashankari Stage II,2,150.0,2,1700.0
633,Banashankari Stage II,2,150.0,4,1200.0
634,Banashankari Stage II,2,120.0,3,1500.0
635,Banashankari Stage II,3,510.0,5,2400.0
636,Banashankari Stage II,2,59.52,3,1240.0
637,Banashankari Stage II,2,110.0,2,1250.0
638,Banashankari Stage II,2,95.0,3,1260.0
639,Banashankari Stage II,2,300.0,3,2400.0
640,Banashankari Stage II,2,100.0,2,1400.0
641,Banashankari Stage II,3,425.0,5,2800.0
642,Banashankari Stage II,3,450.0,3,3000.0
643,Banashankari Stage II,2,198.0,3,1200.0
644,Banashankari Stage II,2,125.0,2,1245.0
645,Banashankari Stage III,2,58.7,3,1305.0
646,Banashankari Stage III,2,58.4,2,1145.0
647,Banashankari Stage III,3,118.0,3,1650.0
648,Banashankari Stage III,4,240.0,4,2400.0
649,Banashankari Stage III,2,68.0,3,1350.0
650,Banashankari Stage III,2,59.0,3,1305.0
651,Banashankari Stage III,2,60.0,3,1305.0
652,Banashankari Stage III,2,42.0,2,1200.0
653,Banashankari Stage III,2,59.0,3,1305.0
654,Banashankari Stage III,3,75.48,3,1480.0
655,Banashankari Stage III,2,59.0,3,1305.0
656,Banashankari Stage III,2,111.0,2,1304.0
657,Banashankari Stage III,6,150.0,6,3000.0
658,Banashankari Stage III,2,50.0,2,1085.0
659,Banashankari Stage III,2,100.0,3,1500.0
660,Banashankari Stage III,3,147.0,4,2100.0
661,Banashankari Stage III,2,95.0,3,1420.0
662,Banashankari Stage V,2,58.5,3,1300.0
663,Banashankari Stage V,2,49.0,3,1305.0
664,Banashankari Stage V,2,35.77,2,1035.0
665,Banashankari Stage V,2,61.0,3,1355.0
666,Banashankari Stage V,3,47.57,3,1510.0
667,Banashankari Stage V,3,51.98,3,1650.0
668,Banashankari Stage V,3,51.35,3,1630.0
669,Banashankari Stage V,3,47.57,3,1510.0
670,Banashankari Stage V,2,49.0,3,1315.0
671,Banashankari Stage V,3,48.51,3,1540.0
672,Banashankari Stage V,2,41.5,2,920.0
673,Banashankari Stage VI,2,59.935,2,1177.5
674,Banashankari Stage VI,4,190.0,4,4800.0
675,Banashankari Stage VI,4,89.0,4,2800.0
676,Banashankari Stage VI,4,195.0,4,2200.0
677,Banashankari Stage VI,2,59.0,2,1160.0
678,Banashankari Stage VI,2,59.47,2,1180.0
679,Banashankari Stage VI,2,71.73,3,1423.0
680,Banashankari Stage VI,3,69.46,3,1392.0
681,Banashankari Stage VI,2,70.385,3,1410.5
682,Banashankari Stage VI,3,200.0,4,4800.0
683,Banaswadi,2,53.0,2,1184.0
684,Banaswadi,2,55.0,2,1145.0
685,Banaswadi,2,60.0,2,1250.0
686,Banaswadi,2,73.0,2,1365.0
687,Banaswadi,6,140.0,5,1903.0
688,Banaswadi,2,80.0,2,1222.0
689,Banaswadi,2,38.0,2,870.0
690,Banaswadi,2,60.0,2,1200.0
691,Banaswadi,1,35.0,1,527.0
692,Banaswadi,2,73.0,2,1340.0
693,Banaswadi,2,52.0,2,1008.0
694,Banaswadi,2,57.0,2,1105.0
695,Banjara Layout,2,70.0,2,1200.0
696,Banjara Layout,2,64.8,2,1050.0
697,Banjara Layout,3,59.5,2,753.0
698,Banjara Layout,4,140.0,3,2500.0
699,Bannerghatta,3,110.0,3,1665.0
700,Bannerghatta,4,195.0,3,2370.0
701,Bannerghatta,2,66.0,2,1100.0
702,Bannerghatta,2,70.0,2,1113.0
703,Bannerghatta,2,73.2,2,1200.0
704,Bannerghatta,2,87.0,2,1070.0
705,Bannerghatta,3,124.0,3,1776.0
706,Bannerghatta,3,150.0,3,1776.0
707,Bannerghatta Road,1,18.5,1,500.0
708,Bannerghatta Road,2,65.0,2,1050.0
709,Bannerghatta Road,2,66.0,3,1170.0
710,Bannerghatta Road,1,33.32,1,595.0
711,Bannerghatta Road,3,95.0,3,1445.0
712,Bannerghatta Road,2,120.0,3,1640.0
713,Bannerghatta Road,2,90.0,3,1460.0
714,Bannerghatta Road,2,66.02,2,1179.0
715,Bannerghatta Road,2,58.935,2,1122.5
716,Bannerghatta Road,2,45.0,2,793.0
717,Bannerghatta Road,2,78.0,2,1400.0
718,Bannerghatta Road,2,50.0,2,1215.0
719,Bannerghatta Road,3,100.0,3,1654.0
720,Bannerghatta Road,2,55.0,2,1181.0
721,Bannerghatta Road,2,75.0,2,1200.0
722,Bannerghatta Road,1,31.83,1,595.0
723,Bannerghatta Road,2,51.0,2,1105.0
724,Bannerghatta Road,2,65.26,2,1255.0
725,Bannerghatta Road,3,82.0,3,1550.0
726,Bannerghatta Road,3,122.0,3,1650.0
727,Bannerghatta Road,2,55.0,2,912.0
728,Bannerghatta Road,2,73.0,2,1218.0
729,Bannerghatta Road,2,65.12,2,1115.0
730,Bannerghatta Road,3,100.0,3,1893.0
731,Bannerghatta Road,3,95.0,3,1600.0
732,Bannerghatta Road,2,65.0,2,1275.0
733,Bannerghatta Road,2,39.0,2,892.0
734,Bannerghatta Road,2,70.0,2,1260.0
735,Bannerghatta Road,2,40.0,2,1157.0
736,Bannerghatta Road,2,65.0,2,1150.0
737,Bannerghatta Road,2,39.0,2,1100.0
738,Bannerghatta Road,3,110.0,3,1725.0
739,Bannerghatta Road,6,150.0,6,1850.0
740,Bannerghatta Road,2,38.0,2,950.0
741,Bannerghatta Road,2,80.0,2,1220.0
742,Bannerghatta Road,2,78.0,2,1130.0
743,Bannerghatta Road,3,83.22,3,1486.0
744,Bannerghatta Road,2,48.0,2,1015.0
745,Bannerghatta Road,2,61.0,2,1115.0
746,Bannerghatta Road,2,48.0,2,1136.0
747,Bannerghatta Road,4,260.0,4,2700.0
748,Bannerghatta Road,2,69.0,3,1200.0
749,Bannerghatta Road,2,76.0,3,1465.0
750,Bannerghatta Road,2,67.73,2,1302.5
751,Bannerghatta Road,2,65.0,2,1200.0
752,Bannerghatta Road,2,65.0,2,1240.0
753,Bannerghatta Road,3,125.0,3,1476.0
754,Bannerghatta Road,3,84.29,3,1532.5
755,Bannerghatta Road,2,69.0,2,1268.0
756,Bannerghatta Road,2,87.0,3,1450.0
757,Bannerghatta Road,5,195.0,4,2932.0
758,Bannerghatta Road,2,58.0,2,960.0
759,Bannerghatta Road,3,130.0,3,1750.0
760,Bannerghatta Road,2,73.0,2,1275.0
761,Bannerghatta Road,2,71.0,2,1240.0
762,Bannerghatta Road,2,68.0,2,1215.0
763,Bannerghatta Road,2,68.0,2,1215.0
764,Bannerghatta Road,3,115.0,3,1894.0
765,Bannerghatta Road,3,89.0,3,1693.0
766,Bannerghatta Road,2,60.16,2,1280.0
767,Bannerghatta Road,1,35.0,1,630.0
768,Bannerghatta Road,2,68.0,2,1215.0
769,Bannerghatta Road,3,76.18,3,1365.0
770,Bannerghatta Road,2,78.0,2,1115.0
771,Bannerghatta Road,3,79.465,3,1532.5
772,Bannerghatta Road,3,90.0,3,1655.0
773,Bannerghatta Road,2,47.39,2,1247.0
774,Bannerghatta Road,2,49.49,2,1237.5
775,Bannerghatta Road,3,94.0,3,1650.0
776,Bannerghatta Road,2,65.0,2,905.0
777,Bannerghatta Road,2,50.0,2,1000.0
778,Bannerghatta Road,3,120.0,4,2185.0
779,Bannerghatta Road,2,45.0,2,1012.0
780,Bannerghatta Road,2,80.0,3,1460.0
781,Bannerghatta Road,2,85.0,2,1340.0
782,Bannerghatta Road,3,125.0,3,1711.0
783,Bannerghatta Road,2,81.0,3,1520.0
784,Bannerghatta Road,3,148.0,3,2826.0
785,Bannerghatta Road,2,61.0,2,1115.0
786,Bannerghatta Road,2,47.0,2,1154.0
787,Bannerghatta Road,2,44.5,2,1000.0
788,Bannerghatta Road,2,48.0,2,1250.0
789,Bannerghatta Road,3,105.0,3,1640.0
790,Bannerghatta Road,2,44.0,2,1012.0
791,Bannerghatta Road,3,115.0,3,1527.0
792,Bannerghatta Road,3,96.0,3,1550.0
793,Bannerghatta Road,2,78.0,2,1200.0
794,Bannerghatta Road,3,125.0,3,1885.0
795,Bannerghatta Road,2,78.0,3,1450.0
796,Bannerghatta Road,1,31.2,1,700.0
797,Bannerghatta Road,2,58.0,2,905.0
798,Bannerghatta Road,3,122.0,3,1920.0
799,Bannerghatta Road,4,180.0,4,2400.0
800,Bannerghatta Road,2,45.0,2,1270.0
801,Bannerghatta Road,2,80.0,3,1520.0
802,Bannerghatta Road,2,73.0,3,1270.0
803,Bannerghatta Road,3,120.0,3,1846.0
804,Bannerghatta Road,2,61.74,2,1122.5
805,Bannerghatta Road,3,95.0,3,1655.0
806,Bannerghatta Road,2,53.0,2,1206.0
807,Bannerghatta Road,2,55.0,2,1150.0
808,Bannerghatta Road,2,65.0,2,1215.0
809,Bannerghatta Road,2,110.0,3,1510.0
810,Bannerghatta Road,2,35.0,2,1022.0
811,Bannerghatta Road,2,47.35,2,1246.0
812,Bannerghatta Road,2,85.0,3,1470.0
813,Bannerghatta Road,2,45.0,2,1160.0
814,Bannerghatta Road,2,57.0,2,970.0
815,Bannerghatta Road,3,142.0,3,1527.0
816,Basavangudi,2,105.0,2,1036.0
817,Basavangudi,4,260.0,4,2600.0
818,Basavangudi,2,160.0,3,1600.0
819,Basavangudi,2,145.0,2,1560.0
820,Basavangudi,3,195.0,3,1800.0
821,Basavangudi,2,93.0,2,1100.0
822,Basavangudi,2,103.0,2,1050.0
823,Basavangudi,2,124.0,2,1180.0
824,Basavangudi,2,120.0,2,1200.0
825,Basavangudi,3,250.0,4,2453.0
826,Basaveshwara Nagar,5,415.0,5,4500.0
827,Basaveshwara Nagar,3,145.0,3,1865.0
828,Basaveshwara Nagar,2,90.0,2,1200.0
829,Basaveshwara Nagar,4,310.0,5,2400.0
830,Basaveshwara Nagar,2,80.0,2,1200.0
831,Basaveshwara Nagar,2,60.0,2,900.0
832,Basaveshwara Nagar,3,150.0,3,1900.0
833,Basaveshwara Nagar,2,85.0,2,1200.0
834,Basaveshwara Nagar,2,70.0,2,1200.0
835,Battarahalli,2,65.0,2,1200.0
836,Battarahalli,3,89.61,3,1779.0
837,Battarahalli,2,50.0,2,1300.0
838,Battarahalli,3,97.42,3,1945.0
839,Battarahalli,3,100.0,3,1777.0
840,Battarahalli,2,43.0,2,1135.0
841,Battarahalli,2,45.0,2,1276.0
842,Battarahalli,3,94.36,3,1880.0
843,Battarahalli,2,62.0,2,1071.0
844,Battarahalli,2,43.0,2,1165.0
845,Battarahalli,2,82.89,2,1636.0
846,Battarahalli,3,90.0,3,1779.0
847,Battarahalli,2,38.37,2,1090.0
848,Battarahalli,3,104.0,3,2082.0
849,Battarahalli,3,103.0,3,2024.0
850,Battarahalli,2,49.0,2,1097.0
851,Begur,2,59.0,3,1419.0
852,Begur,3,75.0,3,1580.0
853,Begur,3,63.0,3,1559.0
854,Begur,2,47.1,3,1445.0
855,Begur,2,74.0,3,1475.0
856,Begur,4,185.0,3,3500.0
857,Begur,2,55.0,2,1100.0
858,Begur,2,65.0,2,1306.0
859,Begur,3,65.0,3,1304.0
860,Begur,2,60.0,3,1411.0
861,Begur,2,40.0,2,815.0
862,Begur,2,70.0,3,1443.0
863,Begur Road,2,44.0,2,1200.0
864,Begur Road,2,46.8,2,1200.0
865,Begur Road,2,44.0,2,1160.0
866,Begur Road,3,65.0,3,1584.0
867,Begur Road,3,59.76,3,1615.0
868,Begur Road,2,43.2,2,1200.0
869,Begur Road,2,44.08,2,1160.0
870,Begur Road,2,45.0,2,1200.0
871,Begur Road,3,60.0,3,1615.0
872,Begur Road,2,53.0,3,1410.0
873,Begur Road,2,37.8,2,1200.0
874,Begur Road,2,40.59,2,1160.0
875,Begur Road,2,46.62,2,1260.0
876,Begur Road,3,58.14,3,1600.0
877,Begur Road,2,70.0,3,1500.0
878,Begur Road,2,42.0,2,1160.0
879,Begur Road,2,39.06,2,1240.0
880,Begur Road,2,45.0,2,1200.0
881,Begur Road,2,55.0,3,1500.0
882,Begur Road,2,52.17,3,1410.0
883,Begur Road,3,74.4,3,1583.0
884,Begur Road,2,46.0,2,1170.0
885,Begur Road,2,42.92,2,1160.0
886,Begur Road,2,52.17,3,1410.0
887,Begur Road,2,59.76,3,1565.0
888,Begur Road,2,42.0,2,1160.0
889,Begur Road,2,53.58,3,1410.0
890,Begur Road,2,45.0,2,1200.0
891,Begur Road,2,42.6,2,1200.0
892,Begur Road,2,42.0,2,1160.0
893,Begur Road,2,42.69,2,1334.0
894,Begur Road,2,57.91,3,1565.0
895,Begur Road,2,45.6,2,1200.0
896,Begur Road,2,43.13,2,1215.0
897,Begur Road,2,36.54,2,1160.0
898,Begur Road,2,44.4,2,1200.0
899,Begur Road,2,39.69,2,1260.0
900,Begur Road,2,44.0,2,1160.0
901,Begur Road,2,42.0,2,952.0
902,Begur Road,2,42.0,2,1200.0
903,Begur Road,2,45.88,2,1240.0
904,Begur Road,3,50.0,3,1200.0
905,Begur Road,2,44.0,2,1200.0
906,Begur Road,2,42.6,2,1100.0
907,Begur Road,2,57.91,3,1565.0
908,Begur Road,2,44.4,2,1200.0
909,Begur Road,2,36.54,2,1160.0
910,Begur Road,2,43.75,2,1215.0
911,Begur Road,2,44.73,2,1200.0
912,Begur Road,2,42.0,2,1160.0
913,Begur Road,2,54.99,3,1410.0
914,Bellandur,3,103.0,3,1767.0
915,Bellandur,2,66.0,2,1205.0
916,Bellandur,2,76.0,2,1250.0
917,Bellandur,2,50.0,2,1000.0
918,Bellandur,2,74.0,2,1281.0
919,Bellandur,2,40.0,2,921.0
920,Bellandur,2,98.0,3,1490.0
921,Bellandur,3,168.0,3,2039.0
922,Bellandur,3,85.0,3,1605.0
923,Bellandur,3,88.0,3,1692.0
924,Bellandur,2,60.0,2,1220.0
925,Bellandur,2,82.0,2,1299.0
926,Bellandur,2,56.0,2,900.0
927,Bellandur,2,79.0,2,1350.0
928,Bellandur,2,57.0,2,1286.0
929,Bellandur,4,230.0,4,3016.0
930,Bellandur,2,85.0,2,1457.0
931,Bellandur,2,51.0,2,1195.0
932,Bellandur,2,72.0,2,1050.0
933,Bellandur,4,260.0,4,3600.0
934,Bellandur,2,72.0,2,1310.0
935,Bellandur,2,35.11,2,924.0
936,Bellandur,3,118.0,3,1785.0
937,Bellandur,2,60.0,2,1051.0
938,Bellandur,2,65.0,2,1060.0
939,Bellandur,2,62.0,2,1100.0
940,Bellandur,2,59.0,2,1550.0
941,Bellandur,2,35.11,2,924.0
942,Bellandur,3,100.0,3,1685.0
943,Bellandur,2,55.0,2,982.0
944,Bellandur,2,37.28,2,981.0
945,Bellandur,2,59.0,2,1205.0
946,Bellandur,2,58.0,2,1063.0
947,Bellandur,2,59.99,2,1201.0
948,Bellandur,2,65.0,2,1325.0
949,Bellandur,2,87.0,2,1281.0
950,Bellandur,2,52.0,2,1200.0
951,Bellandur,3,120.0,3,1785.0
952,Bellandur,2,48.0,2,1088.0
953,Bellandur,2,85.0,2,1310.0
954,Bellandur,2,37.28,2,982.0
955,Bellandur,3,90.0,2,1465.0
956,Bellandur,3,109.0,3,1767.0
957,Bellandur,2,35.11,2,924.0
958,Bellandur,4,245.0,4,3600.0
959,Bellandur,2,46.79,2,1170.0
960,Bellandur,2,69.44,2,1150.0
961,Bellandur,2,45.0,2,1200.0
962,Bellandur,3,92.0,2,1410.0
963,Bellandur,2,35.0,2,950.0
964,Bellandur,2,60.0,2,1015.0
965,Bellandur,3,101.0,3,1685.0
966,Bellandur,3,105.0,3,1735.0
967,Bellandur,3,115.0,3,1685.0
968,Bellandur,3,135.0,3,1846.0
969,Bellandur,2,51.0,2,1049.0
970,Bellandur,2,63.0,2,1211.0
971,Bellandur,3,110.0,3,1717.0
972,Bellandur,2,47.39,2,1185.0
973,Bellandur,2,62.0,2,1200.0
974,Bellandur,2,47.0,2,1251.0
975,Bellandur,2,48.0,2,960.0
976,Bellandur,2,116.0,3,1690.0
977,Bellandur,1,40.0,1,950.0
978,Bellandur,2,45.0,2,850.0
979,Bellandur,2,90.0,2,1454.0
980,Bellandur,2,52.0,2,1195.0
981,Bellandur,2,115.0,3,1435.0
982,Bellandur,2,83.5,2,1260.0
983,Bellandur,3,90.0,3,1535.0
984,Bellandur,2,75.0,2,1047.0
985,Bellandur,2,40.0,2,1096.0
986,Bellandur,2,47.0,2,1262.0
987,Benson Town,4,350.0,3,3200.0
988,Benson Town,5,650.0,4,4460.0
989,Benson Town,4,470.0,3,2850.0
990,Benson Town,2,120.0,2,1300.0
991,Benson Town,3,140.0,2,1567.0
992,Benson Town,2,270.0,2,1688.12
993,Benson Town,3,280.0,3,1805.0
994,Benson Town,2,280.0,2,1688.0
995,Bharathi Nagar,2,68.0,2,1322.0
996,Bharathi Nagar,2,70.0,2,1351.0
997,Bharathi Nagar,2,59.0,2,1384.0
998,Bharathi Nagar,2,74.0,2,1351.0
999,Bharathi Nagar,2,68.0,2,1432.0
1000,Bharathi Nagar,2,56.7,2,1349.0
1001,Bharathi Nagar,2,69.0,2,1328.0
1002,Bharathi Nagar,2,55.86,2,1300.0
1003,Bhoganhalli,3,99.0,3,1670.0
1004,Bhoganhalli,2,75.97,2,1444.0
1005,Bhoganhalli,2,75.97,2,1447.0
1006,Bhoganhalli,3,126.0,3,1700.0
1007,Bhoganhalli,2,75.97,2,1447.0
1008,Bhoganhalli,3,127.0,3,1760.0
1009,Bhoganhalli,2,75.97,2,1447.0
1010,Bhoganhalli,3,129.0,3,1949.0
1011,Bhoganhalli,3,128.0,3,1760.0
1012,Bhoganhalli,2,75.97,2,1447.0
1013,Bhoganhalli,4,185.0,4,2439.0
1014,Bhoganhalli,2,75.97,2,1444.0
1015,Bhoganhalli,2,64.47,2,1205.0
1016,Bhoganhalli,2,75.97,2,1447.0
1017,Bhoganhalli,5,170.0,4,2439.0
1018,Bhoganhalli,2,68.32,2,1205.0
1019,Bhoganhalli,2,69.9,2,1260.0
1020,Bhoganhalli,4,170.0,4,2439.0
1021,Bhoganhalli,3,115.0,3,1707.0
1022,Bhoganhalli,2,52.5,2,970.0
1023,Bhoganhalli,2,79.89,2,1277.0
1024,Bhoganhalli,3,120.0,3,1703.0
1025,Billekahalli,2,62.0,2,1125.0
1026,Billekahalli,2,52.0,2,1090.0
1027,Billekahalli,2,62.0,2,1112.0
1028,Billekahalli,3,150.0,3,2400.0
1029,Billekahalli,3,225.0,3,2968.0
1030,Billekahalli,2,58.11,2,950.0
1031,Billekahalli,2,110.0,2,1360.0
1032,Billekahalli,2,65.0,2,1125.0
1033,Billekahalli,2,56.0,2,950.0
1034,Billekahalli,3,134.0,3,1805.0
1035,Binny Pete,3,122.0,3,1755.0
1036,Binny Pete,1,50.75,1,665.0
1037,Binny Pete,1,54.0,1,660.0
1038,Binny Pete,1,62.0,1,660.0
1039,Binny Pete,2,122.0,2,1365.0
1040,Binny Pete,3,139.0,3,1795.0
1041,Binny Pete,3,150.0,3,1740.0
1042,Binny Pete,3,164.0,3,1970.0
1043,Binny Pete,3,147.0,3,1516.0
1044,Bisuvanahalli,3,48.0,3,1180.0
1045,Bisuvanahalli,2,46.0,3,1075.0
1046,Bisuvanahalli,2,45.0,3,1075.0
1047,Bisuvanahalli,2,33.0,2,845.0
1048,Bisuvanahalli,2,45.0,3,1075.0
1049,Bisuvanahalli,2,37.0,2,845.0
1050,Bisuvanahalli,2,29.0,2,845.0
1051,Bisuvanahalli,2,47.0,3,1075.0
1052,Bisuvanahalli,1,32.0,2,850.0
1053,Bisuvanahalli,2,50.0,3,1075.0
1054,Bisuvanahalli,2,52.0,3,1075.0
1055,Bisuvanahalli,2,46.0,3,1180.0
1056,Bisuvanahalli,2,42.0,3,1075.0
1057,Bisuvanahalli,2,37.0,2,845.0
1058,Bisuvanahalli,2,43.0,3,1075.0
1059,Bisuvanahalli,1,32.0,2,700.0
1060,Bisuvanahalli,2,52.0,3,1075.0
1061,Bisuvanahalli,2,50.0,3,1075.0
1062,Bisuvanahalli,2,33.0,2,845.0
1063,Bisuvanahalli,2,33.0,2,945.0
1064,Bisuvanahalli,2,30.0,2,845.0
1065,Bisuvanahalli,2,43.0,3,1075.0
1066,Bisuvanahalli,2,45.0,3,1080.0
1067,Bisuvanahalli,2,55.5,3,1180.0
1068,Bisuvanahalli,2,47.0,3,1075.0
1069,Bisuvanahalli,2,48.0,3,1075.0
1070,Bisuvanahalli,2,45.0,3,1075.0
1071,Bisuvanahalli,2,44.0,3,1075.0
1072,Bisuvanahalli,2,27.0,2,850.0
1073,Bisuvanahalli,2,42.0,3,1075.0
1074,Bisuvanahalli,2,32.0,2,845.0
1075,Bisuvanahalli,2,34.0,2,845.0
1076,Bommanahalli,8,140.0,8,3000.0
1077,Bommanahalli,1,19.5,1,520.0
1078,Bommanahalli,1,25.0,1,515.0
1079,Bommanahalli,3,44.0,2,1090.0
1080,Bommanahalli,3,90.0,3,1850.0
1081,Bommanahalli,2,45.0,2,910.0
1082,Bommanahalli,2,46.0,2,1050.0
1083,Bommanahalli,1,55.0,2,1100.0
1084,Bommanahalli,4,85.0,4,2100.0
1085,Bommanahalli,2,50.0,2,1307.0
1086,Bommanahalli,2,40.0,2,1091.0
1087,Bommanahalli,2,53.0,2,1160.0
1088,Bommanahalli,2,54.0,2,1050.0
1089,Bommasandra,3,49.36,3,1260.0
1090,Bommasandra,3,46.0,3,1200.0
1091,Bommasandra,2,41.0,2,1035.0
1092,Bommasandra,2,41.73,2,1035.0
1093,Bommasandra,2,40.0,2,1034.0
1094,Bommasandra,2,30.0,2,877.0
1095,Bommasandra,2,37.46,2,920.0
1096,Bommasandra,2,41.43,2,1035.0
1097,Bommasandra,2,50.28,3,1295.0
1098,Bommasandra,2,40.0,2,1015.0
1099,Bommasandra,2,35.0,2,1000.0
1100,Bommasandra,2,35.28,2,955.0
1101,Bommasandra,2,39.77,2,1005.0
1102,Bommasandra,2,35.0,2,1014.0
1103,Bommasandra,2,40.89,2,1020.0
1104,Bommasandra,2,37.2,2,920.0
1105,Bommasandra,1,32.0,2,800.0
1106,Bommasandra,3,50.0,3,1280.0
1107,Bommasandra,3,90.0,3,1942.0
1108,Bommasandra,2,45.0,2,1127.0
1109,Bommasandra,2,29.0,2,877.0
1110,Bommasandra,3,52.81,3,1365.0
1111,Bommasandra,2,30.0,2,842.0
1112,Bommasandra,3,49.36,3,1260.0
1113,Bommasandra,3,52.82,3,1365.0
1114,Bommasandra,2,37.97,2,955.0
1115,Bommasandra,2,40.0,2,1089.0
1116,Bommasandra,3,53.96,3,1365.0
1117,Bommasandra Industrial Area,2,31.48,2,1090.0
1118,Bommasandra Industrial Area,2,40.44,3,1400.0
1119,Bommasandra Industrial Area,2,38.13,3,1320.0
1120,Bommasandra Industrial Area,2,29.45,2,1020.0
1121,Bommasandra Industrial Area,2,33.64,2,1165.0
1122,Bommasandra Industrial Area,2,31.48,2,1090.0
1123,Bommasandra Industrial Area,2,28.88,2,1000.0
1124,Bommasandra Industrial Area,2,29.45,2,1020.0
1125,Bommasandra Industrial Area,2,33.51,2,1160.0
1126,Bommasandra Industrial Area,2,32.49,2,1125.0
1127,Bommasandra Industrial Area,2,32.49,2,1125.0
1128,Bommasandra Industrial Area,2,32.64,2,1130.0
1129,Bommasandra Industrial Area,2,30.75,2,1065.0
1130,Bommenahalli,3,125.0,3,1200.0
1131,Bommenahalli,3,145.0,4,1632.0
1132,Bommenahalli,3,135.0,4,1670.0
1133,Bommenahalli,3,135.0,4,1680.0
1134,Bommenahalli,3,128.0,4,1632.0
1135,Bommenahalli,3,250.0,3,3339.0
1136,Bommenahalli,3,135.0,4,1355.0
1137,Bommenahalli,3,96.0,3,1232.0
1138,Bommenahalli,3,140.0,4,1632.0
1139,Brookefield,2,69.0,2,1150.0
1140,Brookefield,2,70.0,2,1142.0
1141,Brookefield,4,240.0,4,2800.0
1142,Brookefield,3,105.0,3,1476.0
1143,Brookefield,4,152.0,4,1700.0
1144,Brookefield,2,75.0,2,1262.0
1145,Brookefield,2,80.0,2,1139.0
1146,Brookefield,2,70.0,2,1125.0
1147,Brookefield,3,85.0,3,1420.0
1148,Brookefield,2,48.0,2,941.0
1149,Brookefield,2,55.0,2,1100.0
1150,Brookefield,3,140.0,4,2400.0
1151,Brookefield,2,66.5,2,1225.0
1152,Brookefield,6,175.0,5,1950.0
1153,Brookefield,2,50.0,2,1080.0
1154,Brookefield,2,55.0,2,1230.0
1155,Brookefield,2,75.0,2,1200.0
1156,Brookefield,2,49.0,2,1089.0
1157,Brookefield,2,56.0,2,1130.0
1158,Brookefield,2,95.0,2,1270.0
1159,Brookefield,3,115.0,3,1706.0
1160,Brookefield,2,94.0,2,1389.0
1161,Brookefield,2,72.0,2,1225.0
1162,Brookefield,3,115.0,3,1746.0
1163,Brookefield,3,149.0,4,1560.0
1164,Brookefield,2,84.5,2,1382.0
1165,Brookefield,2,70.0,2,1260.0
1166,Brookefield,2,90.0,2,1206.0
1167,Brookefield,3,140.0,3,1594.0
1168,Budigere,2,56.4,2,1153.0
1169,Budigere,2,59.9,2,1162.0
1170,Budigere,4,103.0,3,1991.0
1171,Budigere,2,57.0,2,1153.0
1172,Budigere,2,57.0,2,1162.0
1173,Budigere,2,62.0,2,1139.0
1174,Budigere,2,56.8,2,1139.0
1175,Budigere,2,56.85,2,1139.0
1176,Budigere,1,35.0,1,664.0
1177,Budigere,3,93.0,3,1820.0
1178,Budigere,3,85.0,3,1636.0
1179,Budigere,2,70.0,2,1444.0
1180,Budigere,2,60.0,2,1139.0
1181,Budigere,3,93.0,3,1820.0
1182,Budigere,2,58.0,2,1162.0
1183,Budigere,3,85.0,3,1636.0
